ФИО автора,название,год издания,количество страниц
Бунин Иван Алексеевич,Аэлита,1282,57
Некрасов Николай Алексеевич,Мертвые души,1110,1581
Толстой Алексей Николаевич,Первая любовь,1482,1111
Толстой Лев Николаевич,Первая любовь,1372,1617
Тургенев Иван Сергеевич,Морфий,1876,680
Гоголь Николай Васильевич,Преступление и наказание,1508,1911
Булгаков Михаил Афанасьевич,Шинель,1961,695
Толстой Алексей Николаевич,Маленькая печальная повесть,1222,297
Достоевский Фёдор Михайлович,Медный всадник,1627,1519
Шолохов Михаил Александрович,Записки охотника,1219,1623
Некрасов Николай Алексеевич,Вий,1490,586
Булгаков Михаил Афанасьевич,Донские рассказы,1435,1783
Тургенев Иван Сергеевич,Медный всадник,1888,377
Гоголь Николай Васильевич,Пётр Первый,1554,960
Некрасов Виктор Платонович,Воскресение,1939,853
Гоголь Николай Васильевич,Записки охотника,1519,576
Толстой Лев Николаевич,Железная дорога,1860,160
Булгаков Михаил Афанасьевич,Отцы и дети,1626,1306
Некрасов Николай Алексеевич,Ася,1817,601
Гоголь Николай Васильевич,Анна Каренина,1154,975
Чехов Антон Павлович,Отцы и дети,1597,1782
Гоголь Николай Васильевич,Кому на Руси жить хорошо,1680,622
Некрасов Николай Алексеевич,Евгений Онегин,1793,1616
Некрасов Виктор Платонович,Мертвые души,1803,1546
Чехов Антон Павлович,Белые ночи,1222,1989
Толстой Алексей Николаевич,Тихий Дон,1450,649
Толстой Алексей Николаевич,Собачье сердце,1358,1869
Булгаков Михаил Афанасьевич,Воскресение,1628,860
Тургенев Иван Сергеевич,Тарас Бульба,1973,286
Бунин Иван Алексеевич,Антоновские яблоки,1174,1540
