ФИО автора,название,год издания,количество страниц
Некрасов Николай Алексеевич,Мастер и Маргарита,1154,910
Тургенев Иван Сергеевич,Пётр Первый,1943,645
Пушкин Александр Сергеевич,Листопад,1138,631
Толстой Алексей Николаевич,Медный всадник,1965,461
Шолохов Михаил Александрович,Крестьянские дети,1554,842
Бунин Иван Алексеевич,Записки охотника,1720,201
Некрасов Виктор Платонович,Ася,1915,835
Пушкин Александр Сергеевич,Мастер и Маргарита,1549,1731
Тургенев Иван Сергеевич,Рядовой Лютиков,1273,1680
Шолохов Михаил Александрович,Мертвые души,1410,834
Некрасов Николай Алексеевич,Пётр Первый,1797,1932
Некрасов Николай Алексеевич,Пётр Первый,1227,1389
Некрасов Виктор Платонович,Мастер и Маргарита,1774,207
Толстой Лев Николаевич,Хождение по мукам,1255,870
Гоголь Николай Васильевич,Война и мир,1995,485
Тургенев Иван Сергеевич,Братья Карамазовы,1912,700
Некрасов Виктор Платонович,Братья Карамазовы,1747,617
Толстой Алексей Николаевич,Братья Карамазовы,1417,995
Бунин Иван Алексеевич,Бесы,1956,48
Булгаков Михаил Афанасьевич,Кому на Руси жить хорошо,1241,1931
Толстой Лев Николаевич,Морфий,1158,1836
Гоголь Николай Васильевич,Идиот,1444,113
Некрасов Виктор Платонович,Детство,1999,618
Шолохов Михаил Александрович,Железная дорога,1837,1018
Пушкин Александр Сергеевич,Ионыч,1136,938
Толстой Лев Николаевич,Белая гвардия,1863,241
Булгаков Михаил Афанасьевич,Записки охотника,1722,1509
Чехов Антон Павлович,Медный всадник,1927,1621
