ФИО автора,название,год издания,количество страниц
Чехов Антон Павлович,Пётр Первый,1891,1795
Некрасов Николай Алексеевич,Мастер и Маргарита,1502,326
Чехов Антон Павлович,Вишнёвый сад,1870,143
Гоголь Николай Васильевич,Преступление и наказание,1451,1918
Достоевский Фёдор Михайлович,Пётр Первый,1136,265
Достоевский Фёдор Михайлович,Хождение по мукам,1444,772
Некрасов Виктор Платонович,Митина любовь,1811,1777
Некрасов Николай Алексеевич,Морфий,1532,1322
Гоголь Николай Васильевич,В окопах Сталинграда,1180,1709
Толстой Алексей Николаевич,Железная дорога,1668,602
Бунин Иван Алексеевич,Железная дорога,1834,953
Достоевский Фёдор Михайлович,Первая любовь,1417,1067
Бунин Иван Алексеевич,Анна Каренина,1671,1429
Шолохов Михаил Александрович,Отцы и дети,1372,210
Тургенев Иван Сергеевич,Лёгкое дыхание,2010,1643
Достоевский Фёдор Михайлович,Антоновские яблоки,1664,60
Шолохов Михаил Александрович,Детство,1601,1482
Толстой Алексей Николаевич,Белая гвардия,1160,1565
Шолохов Михаил Александрович,Преступление и наказание,1169,1080
Шолохов Михаил Александрович,Первая любовь,1445,896
Толстой Лев Николаевич,В окопах Сталинграда,1217,462
Некрасов Николай Алексеевич,Тёмные аллеи,1864,1517
Пушкин Александр Сергеевич,Аэлита,1675,311
Пушкин Александр Сергеевич,Ионыч,1802,109
Шолохов Михаил Александрович,Шинель,1982,1877
Толстой Алексей Николаевич,Первая любовь,1146,955
Толстой Лев Николаевич,Записки охотника,1257,1584
Некрасов Виктор Платонович,Ася,2021,1040
Достоевский Фёдор Михайлович,Вишнёвый сад,1915,1728
